Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
UHC service coverage index,SH.UHC.SRVS.CV.XD,Qatar,QAT,..,..,..,..,..,..,69,..,68,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Romania,ROU,..,..,..,..,..,..,73,..,74,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Russian Federation,RUS,..,..,..,..,..,..,71,..,74,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Rwanda,RWA,..,..,..,..,..,..,54,..,57,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Samoa,WSM,..,..,..,..,..,..,58,..,58,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Sao Tome and Principe,STP,..,..,..,..,..,..,53,..,55,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Saudi Arabia,SAU,..,..,..,..,..,..,73,..,74,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Senegal,SEN,..,..,..,..,..,..,44,..,45,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Serbia,SRB,..,..,..,..,..,..,65,..,65,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Seychelles,SYC,..,..,..,..,..,..,71,..,71,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Sierra Leone,SLE,..,..,..,..,..,..,36,..,39,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Singapore,SGP,..,..,..,..,..,..,85,..,86,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Slovak Republic,SVK,..,..,..,..,..,..,75,..,77,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Slovenia,SVN,..,..,..,..,..,..,79,..,79,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Solomon Islands,SLB,..,..,..,..,..,..,46,..,47,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Somalia,SOM,..,..,..,..,..,..,22,..,25,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,South Africa,ZAF,..,..,..,..,..,..,69,..,69,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,South Sudan,SSD,..,..,..,..,..,..,30,..,31,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Spain,ESP,..,..,..,..,..,..,81,..,83,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Sri Lanka,LKA,..,..,..,..,..,..,63,..,66,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,St. Lucia,LCA,..,..,..,..,..,..,66,..,68,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,67,..,71,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Sudan,SDN,..,..,..,..,..,..,42,..,44,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Suriname,SUR,..,..,..,..,..,..,70,..,71,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Sweden,SWE,..,..,..,..,..,..,85,..,86,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Switzerland,CHE,..,..,..,..,..,..,82,..,83,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Syrian Arab Republic,SYR,..,..,..,..,..,..,59,..,60,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Tajikistan,TJK,..,..,..,..,..,..,67,..,68,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Tanzania,TZA,..,..,..,..,..,..,41,..,43,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Thailand,THA,..,..,..,..,..,..,75,..,80,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Timor-Leste,TLS,..,..,..,..,..,..,49,..,52,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Togo,TGO,..,..,..,..,..,..,42,..,43,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Tonga,TON,..,..,..,..,..,..,56,..,58,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Trinidad and Tobago,TTO,..,..,..,..,..,..,72,..,74,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Tunisia,TUN,..,..,..,..,..,..,70,..,70,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Turkey,TUR,..,..,..,..,..,..,71,..,74,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Turkmenistan,TKM,..,..,..,..,..,..,69,..,70,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Uganda,UGA,..,..,..,..,..,..,44,..,45,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Ukraine,UKR,..,..,..,..,..,..,65,..,68,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,United Arab Emirates,ARE,..,..,..,..,..,..,72,..,76,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,United Kingdom,GBR,..,..,..,..,..,..,85,..,87,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,United States,USA,..,..,..,..,..,..,83,..,84,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Uruguay,URY,..,..,..,..,..,..,79,..,80,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Uzbekistan,UZB,..,..,..,..,..,..,72,..,73,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Vanuatu,VUT,..,..,..,..,..,..,49,..,48,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,"Venezuela, RB",VEN,..,..,..,..,..,..,73,..,74,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Vietnam,VNM,..,..,..,..,..,..,73,..,75,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,"Yemen, Rep.",YEM,..,..,..,..,..,..,40,..,42,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Zambia,ZMB,..,..,..,..,..,..,54,..,53,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Zimbabwe,ZWE,..,..,..,..,..,..,54,..,54,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Arab World,ARB,..,..,..,..,..,..,61.4524424462186,..,63.1907396552659,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Caribbean small states,CSS,..,..,..,..,..,..,67.2014059217789,..,69.3001066399759,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Central Europe and the Baltics,CEB,..,..,..,..,..,..,72.3662799759429,..,74.0924131835756,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Early-demographic dividend,EAR,..,..,..,..,..,..,55.639275853509,..,58.024808003293,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,East Asia & Pacific,EAS,..,..,..,..,..,..,71.9820458966655,..,74.9657886269208,..,..,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,70.9252473249285,..,73.9969357129343,..,..,..
